review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"There is a uk edition to this show which is rather less extravagant than the US version. The person concerned will get a new kitchen or perhaps bedroom and bathroom and is wonderfully grateful for what they have got. The US version of this show is everything that reality TV shouldn't be. Instead of making a few improvements to a house which the occupants could not afford or do themselves the entire house gets rebuilt. I do not know if this show is trying to show what a lousy welfare system exists in the US or if you beg hard enough you will receive. The rather vulgar product placement that takes place, particularly by Sears, is also uncalled for. Rsther than turning one family in a deprived area into potential millionaires, it would be far better to help the community as a whole where instead of spending the hundreds of thousands of dollars on one home, build something for the whole community ..... perhaps a place where diy and power tools can be borrowed and returned along with building materials so that everyone can benefit should they want to. Giving it all to one person can cause enormous resentment among the rest of the local community who still live in the same run down houses.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"The worst ever Korean movie! The plot is ridiculously complex, unbelievable, and the film creates not a single shock. It builds up suspense well enough then leaves you agitated providing no shock or jumpy moment. Whenever there is a chilling moment you are not bothered by it as you're still trying to work out who is who and what is going on! It goes something like this: a modeling company recruit 4 people for a modeling career. but the owners are not what they seem, they have model dolls of everyone and a strange girl is seen walking about the place and the owners have no recognition of a girl. It turns out that everyone is there for a reason and thats as much as i could grasp. The ending is a muddle of killings and you don't know who's a doll who's real and who's dead! i don't recommend it to fans of Korean/Asian horror films.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Director Raoul Walsh was like the Michael Bay of the '40's and years before that. And I mean that in a positive way, since I'm definitely ain't no Bay-hater. His movies are just simple high quality entertainment, just like the Raoul Walsh movies were in his days.<br /><br />""Gentleman Jim"" is fine quality entertainment. Besides a first class director, it also features a first grade cast, with Raoul Walsh's regular leading man Errol Flynn in the main part.<br /><br />What surprised me was how well the boxing matches were brought to the screen. They used some very dynamic camera-work, which also really made the boxing matches uplifting and exciting to watch, with the end championship fight against John L. Sullivan as the ultimate highlight. <br /><br />Biopics of the '40's and earlier on were obviously still very much different from biographies being made this present day. Modern biographies often glorify its main subject and show his/her life from basically birth till death and everything, mostly emotional aspects, in between. 'Old' biopics were just made the same as movies that weren't based on actual real life persons, which also means that the film-makers would often use a use amount of creative liberty with the main character's personality and events that happened in his/her life. This movie is also not just a biography about a boxing legend but also forms a nice portrayal from the period when illegal bare knuckle fighting entered the modern era of boxing.<br /><br />Errol Flynn does a great job portraying the real life famous boxer James J. Corbett aka Gentleman Jim. Not too many people known it but Flynn did some real good acting jobs in the '40's, of which this movie is one. Fysicaly he also looks in top-shape. He also looks quite different by the way without his trademark small mustache in this movie. The movie also features some fine supporting actors and some fine acting throughout.<br /><br />A great and entertaining movie that also still truly holds up real well today.<br /><br />8/10",Positive,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"Following a roughly 7 year rocky road on NBC, it was decided to do just one last Super Installment. The Series had been on the bubble several times thanks to not having the numbers that would qualify it as a block-buster of a TV hour. It had always had a sizable, hard core of hard corps of followers. <br /><br />It was almost as if the series with the full title of ""HOMICIDE: LIFE ON THE STREET"" (1993-99) was a sort of ""Mr. In-Between"" of series. It was too big to just cancel, but too small to get a case of 'Rabid Ratings Ravings' over. <br /><br />During the precarious tenure on Friday evenings, they had presented some of the best and most daringly Artistic of Hourly Dramas. There, I've said it Artistic, Artistic!! But please, remember we mean Artistic, but not just Phony, Pretentious, Pedantic, Politically Correct preaching.<br /><br />When at last, it was a sure thing that it was the end of the line for ""HOMICIDE""; this super episode was prepared as this 2 hour made for TV Movie. <br /><br />Looking at all the past seasons' happenings and parade of regular characters, the Production team went out and gave us what proved to be a super send off.<br /><br />OUR STORY. As we join the story, we find that Baltimore Homicide Unit Commanding Officer, Lt. Al Giardello has ""pulled the pin"", Retired from the job, that is. But 'G' isn't ready to really retire-retire yet. So, instead of a rocking chair o a fishing rod, we find that Al is running for Mayor of 'Charm City.'<br /><br />While out in the City, making some campaign stops and speeches, the former Detective Lieutenant takes an assassin's bullet. Alive, but in a comatose state, he is taken to the Hospital. <br /><br />News spreads quickly and as if officially summoned, we find all of the Detectives of the Baltimore Unit we've seen on the show showing up to offer their services and assistance. There is a great meeting of all of these former and present gumshoes as they pitch in and follow every lead and possibility of a lead.<br /><br />The Producer found a way to deal with those who had died previously in bringing their memory into the story. They managed to answer some long standing questions and even introduced some here to unrevealed ones. The whole story winds up the series in a most satisfying and original way. But at least for now, we'll leave that as ""classified"".<br /><br />In wrapping up everything into a neat, little package, this TV Movie surely gets our endorsement. As for grading ""THE HOMICIDE MOVIE"", we must give it an A or A+, even. But, no matter the Grade here, it didn't score as high as a typical weekly episode.",Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"It has been some years since I saw this, but remember it and would like to see it again. It kind of became a ""therapy"" for me with a personal experience of my own.<br /><br />A thirty-five year old man laments over a high-school baseball game in which he ""missed the ball"" and his team lost. He thinks about it 20 years later, ""if only I'd hit that ball"" and how his life would be better because of it. Then, he gets a chance to find out....and gets a little more than he bargained for.<br /><br />It reminds me so much of when I was in high school, I twice tried out for our drill/dance team and didn't make it. This team was the closest thing to a sorority in my school. If you were on it, you were ""all that."" I didn't try out till my last two years of HS and after the second time, I took it really hard. I'd hit and bruised my leg badly just before tryouts and wore tights to cover the bruise, and that caused me to not make it. That was in 1987.<br /><br />Through the years, even now sometimes, I think ""If only I hadn't hit my leg I would've never worn those stupid tights."" Now I don't sit and think my life would be any better or even any different had I made it, but seeing this movie made me realize that we never really know how different things may be by changing one little thing way back in the past. Who knows, it could have changed the course of events to the point that I wouldn't have met my son's father.<br /><br />I would recommend this movie to anyone who has that one moment in the past they wish they could change. Be careful what you wish for!!!",Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"This film is a joke and Quinton should be ashamed of himself, trying to pass this off as a Modesty Blaise Film. If you are having trouble sleeping then all means rent this film. The stick figure they call a actress who is suppose to be Modesty Blaise has got to be the most boring person on this planet. Maybe she could be used as a hat stand in the back ground of a real film.seventy-five minutes of nothing thank you who ever invented the fast forward button. If you see this film if you can call it that coming your way RUN. I can't help but think what 3rd world country could of used the money wasted of this crap. this film is boring the actors are boring waste of colour a waste air they breath If you would like to see Mostey Blaise Film then watch the one they made in the 60's maybe that what the director should of done.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,unknown,Negative
"I enjoyed this movie,and after watching it,it made me wonder just how many 'Caitlin Rose's' exist in the world.How many other girls have been subjected to this sort of sexual abuse,and torment by classmates and have been too frightened to open their mouth about it? Just how threatening and cruel can teenagers be towards one another,because as this film demonstrates,who's right is not foremost important,its who is popular,and feared which manipulates the minds of youths,and influences them to allow this sort of immorality to happen.Tiffani Amber Thiessen gives a powerful performance as the rape victim,and Brian Austin Green is convincing as the guy torn between the girl he thought he loved,and his best friend.This is the kind of film that doesn't get the exposure it deserves.Remarkable,and brilliant,too good to be just a film made for TV.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"True, the idea for this TV series may have sprung from the immense success which Ally McBeal is enjoying worldwide, even here in Germany. However, this said, Edel & Starck is very different from Ally McBeal in many ways.<br /><br />The two main characters work beautifully together. Felix Edel (Felix Noble), played by well-known German actor, Christoph M. Ohrt and Sandra Starck (Sandra Strong - Noble & Strong, get it ???), played by charming Rebecca Immanuel, exchange quick romantic repartees and continually spy on each other while engaging in sitcom-like criminal cases in Berlin and surroundings. Further, they are aided by a magnificent cast of co-stars, most notably their secretary, played by Isabel Tuengerthal, who is a rare gem with GREAT comic potential. Also the shady wheeler-dealer, Otto, and the noble childhood pal of Felix, Frank, work very well, not to forget Sandra's best friend and room-mate, Patricia, played by the beautiful Barbara Demmer.<br /><br />All-in-all a joy to watch on Monday nites: no wonder that the series and its stars have received several prizes. Will Felix get Sandra ?<br /><br />I hope that we will have to wait for many more episodes to find out......",Positive,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"This is one the worst movie I've seen and certainly worst movie Nagesh Kuknoor has made. I can't believe person who has created movie like Teen Deewarein can create utter crap like this. <br /><br />Plot of the film itself is really faulty that Zeenat has to search Meera and get her clemency to help her husband avoid death penalty in Soudi Arabia. Common logic says if Zeenat cannot search Meera easily so won't the Soudi Government, so Zeenat can safely forge Meera's signature or thumb-print and produce it before the Soudis. Another silliest thing is Shankar has given incorrect address in his passport, so Indian government officials cannot get to the address but after sometime Meera gets Shankar's suitcase through Soudi government. Wow! Doesn't it make Soudis well networked in India more than Indians?<br /><br />Nagya makes a slightly more than cameo in the movie with role of Chopra, who is eyeing Meera and seeks Meera's Father-in-law, Girish Karnaad(this guy is just wasted)'s help to get her as a keep. <br /><br />Nagya cannot speak Hindi and he has been assisted by other guys to translates the English dialogs he writes, in Hindi. This time, it seems that his aide was in serious intoxication, when writing dialogs like ""Imaan ki Chalaang"" (leap of honesty). Within minutes, to our worst nightmares, Meera not only takes this honest leap, she taps her feet to do ""Imaan ka Naach"" (dance of honesty).<br /><br />One of the only bright spot movie has is its cinematography and really nice hues. But since Bollywood has learned the thing called Post-production, almost all the movies have vibrant colors and nicely blended backdrops, so no big deal.<br /><br />Conclusion is that making a cheesy movie is not limited to Chopras or Johars or Barjatyas, Nagyas and all are ready to get affected.",Negative,unknown,Negative,Negative,Positive,unknown,Negative,unknown,unknown
"This movie is not in anyway funny, it tries to be funny with it's lame humor, which is so dry and boring that the movie is just 2 hours of torture. Throughout the whole movie i was thinking one thing, ""when is this gonna end"". One thing you have to hand to them, is that they do have a very few mildly funny moments, which is also why i gave it a whole 2 stars. It is unoriginal and uses up almost every old blonde joke in the book, even the ones that wasn't funny the first time. It basically is a movie to belittle blondes and to record the whole repetoir of blonde jokes.<br /><br />To sum it all up, this movie is blonde humor gone bad, it is not worth paying any amount of money to watch, it is just that bad.",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"When I voted my ""1"" for this film I noticed that 75 people voted the same out of 146 total votes. That means that half the people that voted for this film feel it's truly terrible. I saw this not long ago at a film festival and I was really unimpressed by it's poor execution. The cinematography is unwatchable, the sound is bad, the story is cut and pasted from many other movies, and the acting is dreadful. This movie is basically a poor rip-off of three other films. NO WONDER THIS WAS NEVER RELEASED IN THE USA.",Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown,Negative
"THE WATERDANCE (1991) The main character of The Waterdance, played by Eric Stoltz, finds himself in a rehab center with some others similarly injured. And there he must face an harsh new life, confined to a wheelchair. It's an interesting, and promising premise, but unfortunately, it fails to deploy. What ensues instead is largely Hollywood schmaltz, with some interesting moments. Certainly the cast (Eric Stoltz, William Forsythe, Wesley Snipes, et al) is brilliant, and perform well here as one would expect, but their talents are wasted. The characters are mainly stereotypes of one kind or another, and most of them are thoroughly unlikeable (the Snipes character being the exception). I suppose this is some kind of attempt to break through people's ideas about the handicapped being ""crippled"" or ""weak"", by depicting them, for the most part, as in-your-face pricks, but it makes for an entirely annoying experience. Admittedly it will show you something of what those with permanent disabilities go through, in a way that is not softened or romanticized, which is useful, and a good idea, but while the process being depicted can make one a difficult person to get along with, and that's worth dealing with, it is not part and parcel to that that these characters must be, to varying degrees, despicable. They wouldn't have to be Disneyfied, either; surely there's a middle ground somewhere. By the film's conclusion, the Eric Stoltz character has come to accept his status as a handicapped person, but since he is such a flaming narcissistic monster from the beginning of the film to the end, we couldn't care less. <br /><br />In addition to its character problems, the film suffers from that weird syndrome that so many Hollywood movies suffer from; the syndrome doesn't really have an official name, but you might call it ""Inexplicable Forgiveness Syndrome"". It goes something like this: characters abuse the crap out of each other, and then without so much as an apology, all is forgiven (an especially obnoxious example of this is in the movie The Breakfast Club, in which one character spends most of the film verbally bullying everybody within earshot; as a resultthey love him. In one of the the latest examples, Spiderman 3, supervillain The Sandman lays waste to a chunk of Manhattan, then wails on Spiderman for what seems like about 15 monotonous minutes before being waved off with what amounts to ""bye, now""). The most egregious example of IFS in The Waterdance is a sequence in which, after being called the n-word by William Forsythe's racist biker character and his friends in the previous scene, the Wesley Snipes character whoops it up with the same Forsythe character in the next scene, as if nothing had just happened just a short time hence. Again, without so much as an ""Oh yeah, sorry about that business back there where I, you know, called you the n-word"". It makes me wonder, do these people actually watch these movies before they release them, or do they just film them with their eyes closed, kind of slap them together in the editing room according to scene number, and call it a day's work?",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I saw this film as a sneak preview before the Venice opening at the Telluride Film Festival. Your reaction to it will largely depend on your attitude about respecting the text of Shakespeare. On the plus side: Pacino gives a very good performance indeed as Shylock; Lynn Collins is a fine Portia; and the film has a sumptuous look. <br /><br />The negatives are predictable. ""The Merchant of Venice"" is arguably the most difficult of all of Shakespeare's plays to stage today, largely because we look at it through the distorting lens of 20th century history. The romantic plot with Bassanio and Portia presents no problem. The character of Shylock does, because we lack the original frame of reference of the Elizabethan audience. Shylock is simultaneously a human character with human qualities and motivations, and an abstraction of the pitiless quality of the Old Law. When he says ""Hath not a Jew eyes?"" he is a character; when he proclaims ""I will have my bond!"" he is an abstraction. The long passage on music and cosmic harmony in the final scene (here moved and cut to ribbons) is the key to the play, in that it re-establishes universal harmony after the disruptive and evil (the Shylock of the trial scene) forces are ejected. It is possible to make psychological sense of the character of Shylock by showing his gradually going mad and turning into a monomaniac by the time the trial scene rolls around--the key is that at a point he must cease being sympathetic.<br /><br />Pacino's performance almost does it, but not quite. The film can't quite make up its mind--on the one hand, there is the right movement in the character of Shylock, and on the other there is a great deal of extraneous footage of Jews being abused and Venetian whores with rouged nipples (no doubt to show the decadence of Antonio et al). Shakespeare was not writing an Ibsen-like social drama; he was writing a comedy following the classic pattern of disruption of social order and the restoration of social order, symbolized by marriage, with a theme of love versus law at the center of the Shylock plot.<br /><br />In this sense, the film is a travesty--Radford's surgery on the play and direction almost force us away from what the play really means. (Taking the beginning of the final scene, cutting most of it, and moving it before the trial scene is the most extreme example.) There are some other significant difficulties. Jeremy Irons, a fine actor, plays Antonio as if he were overdosed on sedatives. Joseph Fiennes is pretty but shallow as Bassanio. Most of the actors, with the exceptions of Collins, Pacino, and the actor playing the Duke in the trial scene, mumble their dialogue.<br /><br />Final verdict? A pretty film with a few decent performances. It's not Shakespeare, it's poor interpretation. Not really worth your time or money--although Lynn Collins as Portia almost redeems it.",Negative,Positive,unknown,unknown,Positive,unknown,Negative,Positive,Negative
"Justifications for what happened to his movie in terms of distributors and secondary directors, drunks and receptionists doing script rewrites aside, let's just take this movie as it's offered, without extraneous explanations.<br /><br />This movie is God awful. Straight up craptastic. Rather than rehash what may serve as a plot, I'll run a highlight reel of some curious points that made me scratch my head.<br /><br />A class (of 5) take a field trip for a history class to the middle of friggin' nowhere Ireland. These students may be Canadian or American, it's difficult to tell. That it was filmed in a Canadian forest rather than Ireland is rather obvious as well. One student seems to know nothing about history and is basically the ""dumb jock"" character from a number of kick ass 80's movie, except when he channels Randy from Scream. One character may be Chris Klein's stunt double. He has a girlfriend who probably gets killed, but it's never really established if that is true. One character is sullen and removed from her peers...just...cuz... and then there's a blonde girl. Yay blonde girl.<br /><br />Ireland has a population of 2. They're cousins. Gary, who is clearly the same age or younger than the rest of the cast, is called ""sir"" more than once. He's very ominous and wears a knit cap. His cousin is a roughed up porn star with the worst Irish accent to befoul film in my lifetime and most likely beyond.<br /><br />Picturesque Ireland features many Canadian forests and swampy areas and 2 ducks which appear more than once in cut scenes.<br /><br />The producers got a discount on volume fake entrails. Good for them.<br /><br />Unbeknownst to me, horribly inbred freaks have access to brand spanking new hunting knives. Perhaps there's some kind of outdoorsman outlet nearby with a blind and deaf clerk working the register.<br /><br />Also unbeknownst to me, if you inbreed for roughly 600 years, as the story leads us to believe happened, you end up being somewhat lumpy, yet amazingly spry and fairly strong. Genetics are a wonderful game of craps.<br /><br />There may or may not be more than one freak in this film. Reference is made to ""them"" and we see shadows, yet only one odd looking dude is seen ever. And when one odd looking dude is finally killed, apparently all danger is passed. I'm running with my initial assumption that no one thought to outfit a second man in full make up, thus they just used the one. That's what it looks like on screen, anyway.<br /><br />Richard Grieco should be ashamed.<br /><br />Also of note, aside from those shiny new knives, the inbred freaks have access to some posh leather gear, as once Richard Grieco cuts his bonds, there are fresh ones ready for the next sucker who gets tied up...who also then escapes, because the chains give you enough slack to just undo them, making one wonder why they even bother tying anyone up.<br /><br />A dead body in a shack will be maggot-ridden after what I would guess is about 2 hours has passed. Said dead body will also have glasses on, when no characters wore them. Curious.<br /><br />Jenna Jameson appears for no reason from stage left, chats for 2 minutes, vanishes stage left. In the middle of a giant forest. That's not unusual, as Gary can also pop out of nowhere, which is also known as whatever exists in TV land off the screen.<br /><br />Ms. Jameson dies sadly and somehow her clothes vanish like my hopes that this movie wouldn't suck wind.<br /><br />I offer a special nod to the ""Breeder"" character, the poor girl who has been used by the freaks for months (or maybe years) for breeding purposes. The poor girl who still has eye shadow on and emotes on camera with all the passion and conviction of a stuffed chihuahua.<br /><br />The ending of this movie was clearly tacked on by a drunk or someone with a fierce mental disability that has been cultivated and encouraged with excessive gasoline drinking over the years.<br /><br />Apparently this wasn't just random crap I found on the movie network late at night, apparently people have heard of and even followed this movie through it's production. How sad for you all. I have nothing more to say. May God have mercy on us all.",Negative,Negative,Negative,Negative,unknown,unknown,Negative,Negative,Negative
"I really enjoyed this film because I have a tremendous interest in American History... the Antebellum years and the Civil War in particular. I purchased it recently from a rack of previously-viewed videos on sale at the supermarket and I was very glad to add this one to my history video collection. Though not of the caliber of Civil War films such as ""Glory"" or ""Gettysburg,"" provides a lot of history on the pre-Civil War brotherhood among cadets at West Point.<br /><br />Maybe it's the gray uniforms, the youth, or the military discipline, but I am fascinated by the story of the Corps of Cadets from around 1830 to the brink of the War. I imagine what it must have been like to sit in a classroom with other young men, learning how to make war, then later putting the lessons to use against your own classmates!<br /><br />Actually, there were two classes graduated in 1861: one class in May, the other in June. the movie makes no real mention of this, except to mention Henry A. DuPont, first graduate of the May Class; and George Custer, last grad of the June Class. the reason for the two classes was not so much about the war, but it was the result of switching back to a four-year course of study, after a few years of experimenting with a five-year course (I think the first class had attended five years, the other for four). As the movie portrays, cadets were like brothers and often had nicknames for each other... George ""Fanny"" or ""Autie"" Custer; Alonzo ""Lon"" Cushing; James ""Beauty"" Stuart (for J.E.B. Stuart, class of 1854), etc.<br /><br />I say this film is ""Santa Fe Trail"" as it should have been because that 1940 film, while enjoyable, really fudges history. Cadets from several different classes are all graduating together. JEB Stuart and George Custer are portrayed as the best of friends and are side-by-side in stopping John Brown's 1859 insurrection at Harper's Ferry. In fact, Stuart and Custer were never friends, but enemies during the War. They faced each other (for the first time, I think) at Gettysburg in 1863 (Stuart was at the Harper's ferry Raid, but Custer was still a cadet at the Point when it took place).<br /><br />""Fanny"" Custer plays a role in ""Class of '61,"" though his classmate chums, Dev O'Neill and Shelby Peyton are fictional. I believe they are respectively based on Partick Henry O'Rorke and John Pelham, two people you can look up.<br /><br />Anyway, I truly enjoy this film or any film which provides a window into mid-19th Century America.",Positive,unknown,Positive,Positive,unknown,unknown,unknown,Positive,unknown
"Imagine Diane from Cheers, the self centered over intellectualizing character, now imagine she was trying to make a film moire movie. This would be it. If you just looked at some of the shots without any sound you would think Hmmm.. this could be a good film. <br /><br />Now if you turn on the sound and listen for anytime at all you quickly realize that the person that made the film knows nothing about films beyond what they read in a book. I was continually thinking is this thing a foreign film, it was that bad.<br /><br />If you don't remember Cheers, then think of Mr. Beans Holiday... remember the DeFoe character that made the horrible movie... well imagine that horrible movie without Mr. Bean saving it. That is what this movie is. I'm not saying anything about what the movie is other than it is an attempt to make a dark moody film about a hit-man going back home.... at least that's about all I could get out of it.",Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown
"I love the series! Many of the stereotypes portraying Southerrners as hicks are very apparent, but such people do exist all too frequently. The portrayal of Southern government rings all too true as well, but the sympathetic characters reminds one of the many good things about the South as well. Some things never change, and we see the ""good old boys"" every day! There is a Lucas Buck in every Southern town who has only to make a phone call to make things happen, and the storybook ""po' white trash"" are all too familiar. Aside from the supernatural elements, everything else could very well happen in the modern South! I somehow think Trinity, SC must have been in Barnwell County!",Positive,Positive,Positive,Positive,unknown,unknown,unknown,Positive,unknown
"This is a weak sequel: it lacks the interest and light touch of the magnificent ""Man Called Horse"" in nearly every aspect and when compared to each other they hardly seem to be the same genre.<br /><br />The Return is almost a parody of the first and tries to evoke different Indian ceremonies but comes across as trying way too hard to bottle the magic of the first. In this film the tribe is lost and abandoned, having lost their homelands, modern life has encroached on paradise and they are living in abject misery and poverty. Perhaps this is the point: the first film took us to a place where we would want to be, a simpler time. This takes us to broken Indians in a miserable world and the White Man is the hero and savior which rather negates the whole idea of the film.<br /><br />The beauty of the first lay in the fact that the white man learnt and discovered that real civilization lies in values rather than western materialism. In the second film this is all but lacking and so we end up with a weak film.<br /><br />A huge disappointment.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,Negative,unknown
"One of the best records of Israel's response to the murder of Rabin.Extremely true and natural, it captured the spirit of the nation.Especially important was the response of young people to the trauma of Israel's loss and the feeling that we shall overcome.",Positive,Positive,Positive,Positive,unknown,Positive,Positive,Positive,unknown
"The Man with the Golden Arm (the movie) is a decent career vehicle for Frank Sinatra, but fails abysmally as a good adaptation of a fantastic book. You always hear about how books are ""changed"" when they are made into films- things are cut out, dumbed down, etc. Well, you can't even say they ""changed"" anything with the movie- they just told a completely different story. The characters and setting are the same sure- but not the ambiguous characterization, the depth of the men and women of Polish Chicago in the book. As for the setting, it's become merely a play stage, complete with the unnecessary ""supporting role"" players walking all too busilly down the claustrophobic, interior exterior streets. The movie is a dumbed-down, completely different take on Frankie Machine and drug addiction. When this happens, Zosh, Frankie, Sparrow, all lose their psychological edge. Frankie's drumming, a modest dream in the book, becomes his full passion in the movie (probably because Sinatra is a musician). And drug addiction is treated as shlock, exploitavely. The acting is decent, especially the snakelike Louie, who is more menacing in the movie than the book. But it's just a shame this kind of movie can be heralded as a classic alongside the book it is ""based upon,"" the real story of Frankie Machine. The movie just goes to show Hollywood can' get anything right without dumbing it down and adding a happy ending. In this case, they just changed it completely, cheapening an important and realistic story into Hollywood fluff. I'm sure as hell biased because I read the book first, so I can't really treat the movie honestly by knowing how good the book is. I actually thought about turning the movie off (and I never do that), just so I wouldn't get its silly plot confused with the beauty of the book. But this is an overrated film, and while it's not so bad, the book should come first, as it was the first. And it should have remained the only story of Division Street and Frankie Machine.",Negative,Positive,Negative,Negative,unknown,unknown,unknown,Negative,Negative
"I can't believe that Isaiah Washington and Ice-T were in this mess! The plot (and I use that term very loosely) centers around an army of rats that terrorize an urban apartment complex--at least I think that's what it was about. The script made no sense at all, I couldn't have cared less about the characters and the camera-work consisted of repeatedly showing shadow images of rats standing on their hind legs or running. Running is what I should have done. As an African American male, I often read pleas from my brothers and sisters to ""support African American films."" I try to help out, but enough is enough. No one should watch garbage like this for any reason whatsoever. Please, brothers and sisters, don't produce any more direct to video rat turds like this. Please!",Negative,unknown,Negative,Negative,Negative,unknown,unknown,unknown,unknown
"I thought this was a wonderful movie. It touches every fiber of a human being. The love in the film is very intense. I thought it was Will's best performance to date. Great directing. Liked the editing. Music was great. Good use of flashback. This is the kind of movie everyone should go see. I hope people will get something wonderful from this. Overall, excellent movie. I think Hollywood should make more movies with substance. Even action films can have a caring story. I like the fact that Will was very subtle in his acting. He had a purpose and a dedication that is rare to see. I would suggest watching this alone or with someone that you really care about. For me, I found that the world stopped and my only focus was on the film. The outside world was suspended for a moment. It was a nice feeling with all this chaos going on in this world. And with this me generation it was great to see something(someone) that cared about other people more than himself.",Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown,Positive
"Barbora Bobulova's portrayal of Valeria in this story was entirely captivating and heart wrenching at the same time. It has been a long time since I have seen so much hidden passion and mystique presented by any actor simply by utilizing her facial features and the use of her eyes and mouth the way Barbora does with this character. She was entirely believable as Valeria and I was swept away with her characterisation of this role. All at once the film was real life and fantasy, the clever use of what was limited dialogue left me spellbound. I was compelled to read between the lines and each of the key players utilized the art of body language and emotional intent to convey a strong story line. Barbora in particular was visually stimulating in an almost asexual way and at the same time in a sexy way. This comment can relate easily to each of the many emotions brought forward by her performance. Understated in terms of dialogue but powerful in terms of presence. I have been captured by this actresses delivery and shall eagerly seek out much more of her work.",Positive,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"A team of archaeologists uncover a real treasure  the Crown of the Queen of Sheeba. From Egypt, the crown is to be transferred via steamship to San Francisco. But it won't be an easy journey. There are plenty of would-be thieves who would love to get their hands on the priceless jewels contained in the crown. Fortunately for all involved, Mr. Moto is on hand to guard the crown on its journey. However, that doesn't mean someone won't try to get their hands on the treasure.<br /><br />After the disappointment of Mr. Moto's Gamble, I went into Mr. Moto Takes a Vacation hoping for the best, but, admittedly, fearing the worst. But within the first 10 seconds of the film, I knew I would find it more enjoyable. I'm a sucker for a 1930s style mystery that features anything to do with archaeological digs in Egypt. And seeing Moto disguised as a German archaeologist (Imagine that, Peter Lorre playing a German?), the beginning scenes really drew me in. While the movie may have quickly shifted to the less exotic San Francisco, it remained just as enjoyable. Dark, sinister characters lurking in the rainy night; gunshots fired from open windows that narrowly miss the hero's head; sophisticated and supposed foolproof alarm systems just begging for someone to test them; and master criminals believed to be dead  these are the kind of elements found in a lot of the really good 1930s mysteries that I love. And Mr. Moto Takes a Vacation's got 'em all. A couple other bonuses for me included the always enjoyable Lionel Atwill in a nice little role, comic relief from G.P. Huntley that's actually funny, and a return to form for Mr. Moto. I've already mentioned his disguise in the movie's opening scenes, well the athletic Moto comes out near the film's finale. Moto is a like a Whirling Dervish of activity as he goes after his prey. All this and I haven't even mentioned the wonderful performance turned in by Lorre. Any way you look at it, Mr. Moto Takes a Vacation is a winner.<br /><br />As much as I hate that the Mr. Moto series had to end after this installment, it's understandable when you think about it. WWII was just around the corner. And after Pearl Harbor, a movie with a Japanese hero wouldn't have gone over very well. At least the Mr. Moto series ended on a very positive note.",Positive,Positive,Positive,Positive,unknown,unknown,unknown,Positive,unknown
"OK first of all the video looks like it was filmed in the 80s I was shocked to find out it was released in 2001. Secondly the plot was all over the place, right off the bat the story is confusing. Had there been some brief prologue or introduction the story would've been better. Also I appreciate fantasy but this film was too much. It was bizarre and badly filmed. The scenes did not flow smoothly and the characters were odd. It was hard to follow and maybe it was the translation but it was even hard to understand. I love Chinese epic films but if you're looking for a Chinese epic fantasy film i would recommend the Promise (visually stunning, the plot is interesting and good character development) not this film. Beware you will be disappointed.",Negative,unknown,Negative,Negative,Negative,unknown,Negative,Negative,Negative
"hg is normally exploitive, and it's never really bothered me before--i loved ""bloodfeast 2"", but i really don't like pseudo sciences or playing on heuristics. the whole movie is based on a man with esp caused by an electrical accident and a witch. i'm not opposed to witches, and i liked ""carrie"" (the novel and the movie) but this one bothered me. i think it's because of the main character developing esp from an electric line. also the university professor wasting his time studying esp cases. i wasn't alive in the 60s to know first hand whether or not esp was a common fallacy then, but i assume that any theory of such nature would simply be discredited. what really bothered me was the way the police were describing schizophrenics as ruthless, unpredictable villains who can seem like normal people 99% of the time and then just snap. nothing could be further from the truth. i detest such concepts because they add to public idiocy. many people still think that schizophrenia is dissociative identity disorder. whoever wrote this script didn't know much about psychology.<br /><br />there were some decent concepts to the movie. i liked the way the witch used men; it was a nice change. i liked how she could make herself attractive, but didn't when she was around her forced lovers. i found it interesting how her second lover also burned his face. had the script been touched up for a few weeks before production and not focused solely on making its audience dumber, this may have been a decent movie.",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
