description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
Best cannolis ever. Must get them. They are so awesome. I love the creme. Its not too sweet. I always try to make a stop whenever Im in vegas.,4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"i didn't have any of the pastries, but always grabbed an iced coffee.. either macchiato or americano w white choc. the iced coffees were flavorful, but a bit on the sweet side. but once the ice melted and watered it down... perfect. didn't see a starbucks in the venetian. no worries.. this was just as good, if not better!",4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I hate that I love this place. Every time I come here I wonder why they haven't figured out a better system for everyone to line in an orderly manner, but then again they do have a drive thru to ease that annoyance. As popular as this place is, the employees never learned how to give service with a smile, but that's easily forgiven when I get my ice cream. This place is mediocre at best; other than their ice cream and the townies loyalty custard cup needs to start up-ing their game.",3,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,Negative,unknown,unknown,unknown
"After brunch at the Windsor, we just happen to accidentally take a wrong turn that dropped us right in the middle of a delightful ice cream and candy parlor. With an espresso machine. The menu was extensive and the candy options were nostalgic. There wasn't anyone available behind the counter right away, but a server noticed us soon enough (there was a dozen of us!). She was bombarded by espresso orders, which she made quickly and skillfully. The affogato was delicious, made with their own recipe of ice cream. The seating is entirely outdoor and limited, but it is a lovely place to visit, with or without kids.",4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,Positive
"So I stopped here early in the morning because I heard that after 10 you can't get anything good. They were correct. I got there just after 7:50 and the place was mobbed! The sweet smell of sugar and caramel and frosting, filled my mouth, my nose my everything, I wanted to bathe in the aroma. It's a small place, but perfect little donut shop. We got a half dozen assorted, glazed of course, some sprinkled with bacon, the rest I let the clerk decide what to give us. Price wise it was a little higher than Krispy Kreme or Dunkin but for me it was worth it because they were as fresh as can be and you can tell they put full quality into making these donuts. All in all I was impressed, the service was good and quick, they had fully stocked donut cases and I will be back!",4,Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"I didn't rush to try this place since I don't like matcha, but we had lunch in the area so we decided to stop by. They have so much more than just matcha. They had us sample all their ice cream flavors and I loved hojicha and black sesame. It was the first time I've seen either of these in Charlotte. We decided to get the Maiko Special with a vanilla hojicha ice cream swirl. Overall, I loved it. It had a matcha cake in it that I actually liked. It also had a special matcha ice cream in it which I really didn't like, but was able to avoid. They use the same waffle cones as Jeni's which I love. I tried some of my friends black sesame waffle cone which was great. Warning: the hojicha and matcha products have caffeine in them. It makes sense if you think about it but I forgot since I was just eating dessert and it kept me up half the night (I don't drink caffeine). The decor is really well done. The service is incredibly friendly. I will be back (but will probably stick to black sesame next time to avoid the caffeine)!",5,Positive,Positive,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown
"So we took a cab here because they supposedly have good reviews and I wanted good coffee. I asked for a ristretto capuchin, but they had no idea what that was and said ""our machine doesn't have a ristretto button"". The drink I got was scolded and burnt taking a full 30 minutes for it to cool down to a temperature where I could drink it. The foam looked like phlegm. the macaroon was inedible and ""the worst macaroon I have ever had"" according to the expert person in our group that had one. All in all, a miserable shop run by idiots.",1,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown
"We came in at 9pm when they close at 9:30... And it was a wonderful experience. The staff were not annoyed by our presence, but instead, cheerful and very accommodating. As it was our first time here, we tried several flavors (yes, I mean SEVERAL) before deciding on coffee, cinnamon toast crunch and salted caramel. We got the ""cookie cup"" (the mini daddy) and it consisted of 2 scoops of ice cream, a macaron and a toasted marshmallow on top. It. Was. Delicious. I would have gotten the fruity pebbles ice cream (also bomb) but just was in the mood for the cinnamon toast crunch. They have many flavors of wonderfully chewy macarons as well, some in stock and others not. Wanted to try almond but they were out, so I had coconut and it was quite tasty. The flavor was subtle snd didn't overpower the ice cream. We decided to sit outside on their little front patio and enjoyed our cookie cups under the hanging lights. Delightful. Definitely coming back!",5,Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"Great place for a sugar rush and stomachache! Jokes aside, these donuts are something else. I would HIGHLY recommend you share a donut with a friend (or two) and not take one on yourself like I did. Go early as they do sell out throughout the day. My first time here, I was browsing the huge selection but what caught my eye was PISTACHIO. All time favorite, had to try it - even if it was pistachio lemon. Boy was I impressed. The lemon flavor punches you in the face, but the pistachio caresses you and makes it all better. The balance of flavor they manage to pack into the donut is spectacular. The size is on the outrageous side, but it definitely makes it worth the price. Their coffee is also top notch and pairs well with any donut you decide to devour. I would take visitors to town here, but I would hesitate on coming regularly. Although it's a damn good donut, my stomach would hate me.",4,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"We wanted some ice cream for a quick stop and found this place on yelp. The girl at the window was fabulous and told us about their artisan ice cream and then told us about the dough melts. Yassss honey, sold! Must stop!!",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
Long lines. Slow service. Overpriced. Not impressed with pastries taste& presentation. Packaging is cute but unnecessary and time consuming. Do not order a latte unless you want to add extra 10 mins to your already long wait (cashier makes ur coffee). Employees have zero sense of urgency.,2,Negative,unknown,Negative,unknown,unknown,Negative,Negative,unknown,Negative,Negative,unknown,unknown,unknown
"Not so sure why everyone raves about this place. The chocolate croissants are average and the chai latte was cold. Sorry, but I much rather get my tea and croissant from Starbucks. For half the price I can get a nice hot drink and average croissant.",3,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Talk about a cool experience! We went when we were in the area for a sweet treat, and it sure was! The owner Brandon was there and as nice as could be and very informative. We tried almost everything and each one was better than the next! I ordered a scoop of sweet cream and honey, it was delicious! I'll be back when I have more room to try a donut sandwich- their claim to fame! Super great experience and quaint place! Will be back again!",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
This place is one of my favorite spots in downtown. I have found that places like cold stone sell the same kind of ice cream year round and don't ever change their flavors. But this place is awesome! They have seasonal flavors as well as popular one and at a great price too! If you want to try something great and new come here!,5,Positive,unknown,unknown,unknown,unknown,Positive,Positive,Positive,unknown,Positive,unknown,unknown,unknown
Amazing donuts!!! They are HUGE for the price. We got them delivered to the Luxor and they were still so fresh when they arrived. This will be a new tradition on Vegas Trips,5,Positive,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"So many ice cream spots and tonight we visited Churn. I love the old time candy store feel and fun to see those candies (sorts, bottle caps and razzles) I remember. Even the little toys are fun to check out while waiting your turn. The staff was super friendly and outgoing. I had the butter pecan in a pretzel cone (kinda funky). If you like sweet and salty then this is for you. I loved it. My friend had the double chocolate and Madagascar vanilla with hot fudge. I totally had food envy. I'm not a super big ice cream eater but I enjoyed it and it's so very fresh it reminds me of homemade. I'm headed back to buy some candy soon and maybe some jacks. Super cute fun little joint!",4,Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,Positive
Pastries were very good but they had no prices on any of them. Was a little shocked when They told me the total. Only got to see how much everything was when I got the receipt. This was the reason for the 3 stars.,3,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The giant macarons are fantastic. We bought the 12 pack and it was expensive, but they were perfectly baked, which is hard to find, even in professional bakeries. The flavors were so delicious. The passion fruit and raspberry macarons were our favorite. We wanted to order raspberry macarons for our 12-pack but they were sold out. =(",5,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Visiting from CA! The interior is cute and seems like a popular place to study/bring the aunties to lounge and converse. Decorations and ambience is 5/5. As for the actual food and drinks....let me begin with the drinks! I am a big Italian Creme Soda Girl and I loved every sip of my Peaches and Creme soda!!!! It is basically fresh milk with carbonated water/soda and peach pur̩e. 10/5. I loved it so much and was sad that I finished it so fast. The iced coffee was eh my little sister drank it but wasn't raving (she loves Dunkin' Donuts vanilla coffee)....and now for the pastries...We both love Honey + Butter (macaroon specialty shop in SoCal). Upon seeing the flavors and the macaroons on display we opted not to get any. The flavors were a bit basic, but I am sure they are a classic macaroon, just not up to the standard of creativity and presentation that is offered back home. We got the peaches and creme tart instead and the raspberry merengue one. They weren't bad but it was a bit underwhelming. I would say pass on those and get the macaroons or like the strawberry fruit tart before going for those. I will give the pastries we tried a 2/5. It looked better than it tasted, which is a common bummer for many bakeries, not just this one! But still it was underwhelming enough for me to bump two stars because I really went to this place to try the baked goods with ambience as a plus but it was really vice versa-- Overall, will I be back if I ever go back to NC? If I am in the area then yes I will come back for the peaches and Creme soda, then YOU BET. But then again I can make my own from this side of the ocean so it was a good experience and I took some nice photos for the memories!",3,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown
We had a lobster tail and hazelnut butter cookies both pretty yummy !I recommend checking it out if your in Vegas .,4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
I've been to Amelie's a few times at their new location at 2424 N Davidson St & love the charm of the business. Big fan of their cookies & eclairs. THE SALTED CARAMEL BROWNIES ARE THE TRUTH!,4,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Easily my favorite ice cream in Madison. I had enjoyed a mini waffle cone of the ""They See Me Rollin'"" flavor and it was too good! We also tried the orange pistachio chip (okay) and the ""it's brownies b*tch"" (really good). Definitely coming back for more.",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
I am not a big ice cream or frozen custard fan. I had never been to Jarlings before and I have lived in this area all my life. I started a new job and was asked if I wanted something from Jarlkings. Since they were buying I said OK I will try it. I ordered the special for simplistic sakes. I surely could not pick one thing out of all the choices they have. The special was a carmel apple snowstorm and it is fantastic. I ordered a small but I couldn't finish it so I put it in the freezer and ate it again the next day and I think I liked it a little better the second time because it was frozen more than the first if that makes any sense.,4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
Lack of covid compliance. Owner refused to put on a mask and told me to mind my own business until I pay his bills. Won't return.,1,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Jarling's Custard Cup is a Champaign favorite. I remember hearing that Tom Hanks once stopped by when I was a kid. You can't go wrong here; everything is delicious. My two favorites are the banana split (fancy) and a single scoop of lemon on a sugar cone (simple). The Turtle Sunday is also fantastic :) In short, when in Champaign, it's always a good idea to stop by for a sweet treat!",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,Positive
"Located in Shanghai Plaza with a lot of other Asian businesses and eateries. If you like carbs, you'll like this place. I had to summon all my restraint and willpower to not try one of everything. Everything looks delicious behind those glass display containers (and it is as I write this review and eat em!) they serve coffee, tea, and boba, so it's a convenient 1-stop shop for snacking.",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"There's a good chance you may contract diabeetus from this place, but it's probably worth it. The people who work here are really nice and provide superb customer service.",4,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The toasted coconut ice cream is outstanding! There is really nothing more to say.,5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"You want creamy, fluffy, ooey-gooey, delicious ice cream? Then you're in luck!! This is the place for you. I wish I would have known that this place existed long before having tried other ice cream shops that horribly messed with my taste buds. This place is EXACTLY what the doctor ordered. I had a banana split & Sebastian helped make this yummy creation. He was super friendly & helpful & helped me enjoy ice cream once again. I love their decor inside- just candy & yumminess all around. They may have simple flavors, but it is all about what you do with those flavors is what makes this place unique. They have s'more sundaes & girl scout cookie flavored ice cream!! I will need to find a dentist real fast because I have such a sweet tooth for this place!!",5,Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,Positive
Amazing ice cream and please expect a wait as you would at any other incredible small business that is very popular. The selection is vast and the staff is super friendly. I personally love the black cherry and the blueberry cheesecake chunk. As a dessert junkie I keep going back and am grateful for this place.,5,Positive,unknown,Positive,unknown,Positive,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
First time I ever stood in line at a bakery at 10pm. But I have to say it was worth it. The peach tart was amazing and so were the Macaroons. The Napoleon was good and the only thing that was lacking was the Croissant. It was not fresh. But I would definitely stand in line again since this is very close to a Patisserie I have come here.,4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown
"Wow, there are two Bouchon Bakeries located inside the Venetian! My boyfriend and I found that out by accident when we were there. We went to their new location which is located by the Sports Book. I thought it was the one and only in Vegas but when we were getting ready to leave, we got a little lost looking for the elevator to the parking garage, and we stumbled upon the other location. When I got home I went online to their website and discovered that the location by the Sports Book opened in December. I got a box of their delicious and addicting Macarons, a Nutter Butter, and a TKO. The Nutter Butter and TKO were good but not an ""oh my goodness"" good. I don't think I'll be getting them again. The Macarons were absolutely amazing. Now I know why they're so popular, and yes, I will be getting more on my next visit there.",4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Ninety's is very popular in the university area! Every time I come here there's always a huge line, but the employees work together well enough to get the customers taken care of in a VERY timely manner! Impressive. They have a little digital menu of their stuff and it makes things so much easier. I've gone multiple times and I'm even lactose intolerant, lmao",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"Best ice cream in Vegas hands down! I'm originally from the birthplace of Handel's (Youngstown, OH) and got ice cream here after every one of my softball games when I was younger. I was really surprised to see it out here. But very pleased. Tons of different homemade flavors - black cherry, graham central station & chocolate pb brownie are awesome. Give this place a try!!",5,Positive,unknown,unknown,unknown,Positive,unknown,Positive,Positive,Positive,Positive,unknown,unknown,Positive
"You have to try their strawberry croissant, which is a croissant cut in half and topped with strawberry jam and a custard/crumb topping. I loved how buttery and rich this was...the flaky croissant paired perfectly with the smooth custard/crumb topping. What a special treat for breakfast or dessert :) I've also enjoyed their chocolate and vanilla macarons. It's very small and tucked away by the Phantom of the Opera theatre, but definitely worth seeking out!",4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
I like the variety of flavors. There are also dairy free options which is great. I like that the dairy free options are not your typical traditonal flavors.,4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
I always stop here when in Cleveland! This was a staple treat in a lovely neighborhood when I was a student nearby.,4,Positive,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"This has recently became my number one place to do work outside of the office. Ample seating, open 24 hrs a day, decent coffee and good soup, these make for a good alternative work environment. They have tons of sweets, yet I don't think a single one of them is vegan so no good there. The bread you get along with your soup is animal friendly though :). The staff is all quite nice and they do well in the unique layout of the shop. Tons of space inside and out. Their coffee is not the greatest but it's decent and I wish they had more options for us picky animal lovers, but it's still a rather nice place.",4,unknown,Positive,Positive,unknown,unknown,unknown,Positive,unknown,unknown,Positive,unknown,Positive,unknown
Always nice and kind people and DONT FORGET THE SWEEEETS open all the time and best place for studying,5,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Who needs leftover Halloween candy when there is a pint of Sweet Republic in the freezer? NOT ME!! It took me a long time to get here. I kept reading about it and dreaming of the flavor combinations. Finally, I decided to make the 30 minute drive from my hood to Sweet Republic. My first time was about two months ago and since then I have been back a few times. I'll find an excuse to run some errands in Tempe and then say. . .""well, we might as well go to SR, we ARE halfway there!"" The ice cream is just as delicious as everyone says it is. The flavors are amazing. My favorite is the Espresso and the Salted Butter Caramel. That is usually the pint I take home while I enjoy two scoops of something else while I'm there. The Honey Blue Cheese is fantastic (if you like blue cheese), mix with the Date for a little sweet twist. The Mint is a perfect fresh mint flavor and the Cabernet & Pear Sorbet is just like a wine slushy. Next on the to-try list has to be the Chocolate Guinness and the Jameson. You better believe I'm watching the FB status updates for those two! During my first experience in the store, I was served by the smiley woman in all the press. She was very friendly and let me try anything I wanted. I couldn't have had a better experience. After eating my two scoops I went back up to get my pint to-go. She remembered, after a rush of customers behind my first order, that I had a far drive and offered to pack three baggies of ice to put on my pints so they stayed frozen. Major cool points!! I agree with a few other reviews, the other times I have been, the service was not quite five stars, but still they were nice. Like the cliche goes . . . I'll never forget my first time!",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"Location was great, bakery was clean, staff friendly and efficient. Canoili was heavenly. Cakes a little too dry. Prices were typical Vegas. Would go back for the canoili!",4,Positive,unknown,Positive,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"We are from OC. Went to Vegas & were recommended this place. I saw that the hours were until donuts sell out, which was weird (looks like they close on average between 1 & 3). We decided today, on our last day in Vegas to show up right at opening (Thursday btw) we showed up at 6:55 am, we were the 2nd person waiting for them to open (Yes, waiting) the lady in front of us drive from an hour away for a donut for her boyfriend who's bday was today. Before we knew it, 3 more people behind us BEFORE opening. The people behind us also raved about this place. We purchased 3 Triple Chocolate, 2 Cinnamon Sugar Donuts with Whip Topping and FRESH Strawberries, a Strawberry Cheesecake and I personally tried at least a bite of each flavor & loved them all. We also purchased a Homer donut, which I didn't try and was told it was a little dry..but it's not my cup of tea anyway..lol. My husband tried an Apple fritter which he loved so much that he texted me while at work to let me know he loved it. I have a nutella donut saved for tomorrow's breakfast and can't wait!! I was told that they do not make the same flavors daily, which is pretty cool and probably a bummer at the same time..but definitely a good reason to come early!! The lady behind the counter was friendly and knowledgeable, quick and patient with us indecisive customers which was greatly appreciated. I had been recommended the Horchata donut but was told they only make those at the San Diego location. Sounds like I'll have to make a trip, lol. But...will definitely be back to this location since Vegas is our home away from home!!",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"The sweets looks like they were made by a rookie and the milkshakes were flavorless. Also, the selection seems a bit short compared to The Milk Shake Factory in the South Side.",1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
We came here twice on our trip to Vegas. Every cupcake we sampled was delicious. Would definitely recommend others to stop by. Worth every penny.,5,Positive,unknown,unknown,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Amazing treats!!! Love the place! Want one in my backyard. Amanda and Precious were the ""icing"" on the cake!!!! Love theses girls. Thank you for giving my wife, son and I a happy memory of Las Vegas. xxoo",5,Positive,Positive,Positive,unknown,Positive,unknown,Positive,Positive,unknown,Positive,unknown,unknown,Positive
"Went the first week it opened and was disappointed especially since my reference knows my love for ice cream. Scoops were pathetic but today I ordered 2 pints, apple pie and blueberry cobbler. Still haven't tried the $2 scoop Tuesday but the pints were far worth another try. DEFINITELY WILL RETURN.",4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
I actually enjoyed this place the Cookie Monster Ice cream was delicious and the chocolate wasn't bad. It is a bit expensive 4.50 for a single scoop and 8 for a double. But at least they weren't tiny scoops and they tasted good and they put them in a Chinese takeout container with a fortune cookie which is cute. So if u want ice cream and don't mind spending a bit more id say try it out it's outside of the building.,4,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,Positive
"The owner as well as the lady that took our order were very friendly and welcoming. Ice cream (only item we tried) was delicious! The flavors were natural and we were happy campers with what we got. Service, price, ambiance and flavors get all 5 stars!!",5,Positive,Positive,Positive,unknown,unknown,Positive,Positive,unknown,unknown,Positive,unknown,unknown,Positive
"Oh my goodness!!!!! This is the best dessert place I have ever been too. So many options!! The service was superb and had so many recommendations for my first time there. Best part about it is , I work in the service industry/ hospitality and have been for the last 3 years and I KNOW how places get when people come in so close to closing time. My boyfriend and I came in 20-30 minutes before close and the staff was STILL so incredibly friendly and helpful. I would recommend this place to ANYONE! And pray they never close down.",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"RICH, CREAMY, FLAVORFUL ice cream, need i say more? they can also create sundaes, floats, sammies, and shakes from your ice cream of choice the workers are super nice & cheery, i hope they are like that all the time! --vietnamese coffee: YASSS for all the coffee lovers! NOTE: in a ""single scoop"" you can mix two flavors! wish i knew this when i ordered",4,Positive,unknown,Positive,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Never been here. Very low key shop in a very hidden area which makes it more special. I ordered the cookie cup and it comes with a scoop of your choice of ice cream , topped with a macaroon and still topped off with a super gooey hand torched marshmallow. Super good. Ill be coming back",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"It's not the best location to have an ice cream cart. The top layer is literally melting. I felt bad because I took my family and my sister didn't end up getting anything because of the way it looked. We ordered 2 waffle cones and 2 Chinese cups and it was almost $26! The ice cream was good but definitely not worth that price point. I was really disappointed because I remember it being so much better. Also, they were very limited on the ice cream flavors.",2,Negative,unknown,unknown,unknown,unknown,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Given their reputation I had to try it. Actually I tried it 2 years ago and I wasn't really impressed. So I had to try it again, cause my wife liked it. We got a wide selection of items: chocolate almond croissant, pain au raisin, strawberry croissant, chocolate croissant, beignet, pecan roll, and a few others that I can't remember. The only things that I really liked were the strawberry croissant that had a streusel on top and the beignet. I thought everything else tasted a little dry. BTW the latte was really good. Overall the prices weren't bad considering you're inside a casino in Vegas and everything is more expensive. I thought the majority of the pastries were better than average but not as good as any basic pastry shop in a Paris train stop. I don't think I would go out of my way to stop there, but would stop if it was on my way. Frankly the croissant shop around the corner from my house makes a lighter, fluffier and tastier croissant, but their coffee sucks. After reading some if the other posts, I wish I would have gotten a macaroon but I couldn't justify paying $3.50 for one. There's an italian bakery in San Francisco's little italy that makes these and sells them for less than a $1 a piece and they're perfect. Although they're a little smaller.",3,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"This is my new go-to place when I want some quality ice cream, sorbet or yogurt. They say it is all made in small batches using fresh local ingredients. I had a small Almond Buttercrunch ice cream which was terrific and really hit the spot. I could really tell that they used only the best and freshest ingredients because the taste was much better than Baskin Robins or Cold Stone ice cream. My fiance got a small fruit flavored yogurt or sorbet (I forget which) and it was amazing. It was light and tasty and you could definitely tell that it was made with fresh fruit. The place wasn't too busy and the workers (I think they were the owners) were very friendly and helpful. At about $3 for a very small cup it is pretty pricey, but no doubt worth it. I will hopefully be back soon to sample some of their other flavors. My only regrets are that I didn't sample more of the 'exotic' flavors and that I didn't use one of their ice cream sticks made from birch wood to eat my ice cream. It makes me happy that there are still entrepreneurs out there that are willing to make a superior product with superior ingredients all the while being environmentally responsible.",5,Positive,unknown,Positive,unknown,unknown,Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown
"Bought ~$70 worth of coffee and pastries. For Bouchon's brand and pricing of products, I would expect service to be with the brand. There was nothing special when it came to their service. Felt like fast food type - got your orders, pushed food products out. No smiles or warmth of service. Sad coz I was very excited about experiencing Bouchon. If first impressions last, sad that this was my first impression.",1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"We catered at a clients and I don't know which was better, the amazing staff or the ice cream! What a great experience. Thank you so much Fatty Daddy's for such a memorable event.",5,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"This place has the best ice cream that I can find the area. The sitting area and decor were great, is nice and comfortable for some ice cream, snacks, or drinks. I love their ice cream favorites, the default Matcha, Hojicha, and Vanilla. However, the best part is their seasonal favorite, so far they had Sesame, Ube, Mango, Rose, and Thai Tea, each tasted so different and give me something to look forward to each time, I can't wait to see what they will have next, I don't mind if they have Ube all the time.",5,Positive,Positive,unknown,unknown,Positive,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Villani's Bakery feels like home! Paul and Amanda Villani go out of their way to make sure that your experience is perfection. From their monster cinnamon rolls, to their bialys (think bagel but better), decadent cakes, and more, you won't leave disappointed. Top it off with their nitro coffee and you will already be planning your next trip. It is the best Italian bakery around. They have even started a pick up window and their menu is easily found online so you can browse if there is a line. If you are in Charlotte, add some happiness to your day by stopping in at Villani's Bakery!",5,Positive,Positive,Positive,unknown,unknown,unknown,Positive,Positive,Positive,Positive,unknown,unknown,unknown
"I have always wanted to check this place out but the timing never worked out. I stumbled upon a google coupon deal and jumped at the chance. I had brownie ice cream which was good but the peppermint ice cream was bliss. Yep, I got two scoops of this devine peppermint ice cream. Soooo worth it. Kid approved as a 18 month old said, "" hmmmmm"" while eating . :)",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,Positive
"Visiting Phoenix and noted the rave reviews on this place, so decided to try this on our way back to our hotel. When we came at around 8:30 PM on Friday night, there was only one other couple in front of us so we were served pretty quickly Service: Only 2 people working. We were greeted immediately when we walked in, but I got the feeling that I was supposed to have known what I wanted at that time. The employee who helped us was not super friendly, but maybe it had been a long shift or...? Ice cream: My husband got the TC^2 and the salted caramel, and I got the almond buttercrunch and apple cinnamon. I also sampled the honey blue cheese and the sugar and spice. I didn't get much of the almond flavor out of the almond buttercrunch, but the other flavors were alright. The texture was not great - kind of icy, not very creamy for all the hype around this place. Pricing: Reasonable. If one is in the area and wants ice cream with ""original"" flavors for a decent price, might stop in. Otherwise, I would not recommend going out of one's way for the ice cream here. All-in-all my husband and I were non-plused (we're also spoiled by some really great ice cream in the SF bay area).",2,unknown,unknown,Negative,unknown,unknown,Positive,unknown,Positive,Positive,Positive,unknown,unknown,unknown
"Very cute, small store. I got the chai and banana flavored ice creams. The chai was good, but the banana ice cream was very icy. Overall, the ice cream was just OK.",3,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Here's why I love AZ: With 100+ reviews, 4.5 stars rating, hottest day of the year so far, there is not a line to be had at this delicious place. If this place with this rating was in the Bay Area we would be waiting in a block long line in the rain (ahem-ici!-ahem) for pricey ice cream. The Coconut Sorbet (with fresh coconut) and the Mint Chip (with lots of fresh mint!) were out of this world. The Salted Carmel could have used a little more of the salt, though. Will be back when we return to AZ.",4,Positive,unknown,unknown,unknown,unknown,unknown,Positive,unknown,Positive,Positive,unknown,unknown,unknown
"Pistachio macarons are the best. Also bought a large heart-shaped sugar cookie for my bf. So freaking adorable. He only had 2 bites of it though. :X On the pricier end, but totally worth every penny.",5,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"I personally can only speak to the vegan donuts, but they're some of the best donuts on the planet! Just picked up a dozen vegan salted caramel donuts - a special birthday request from my husband every year! My nonvegan friends and family rave about all the other donuts as well! Love this place!",5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
